ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
"11505223,JB513309,11/12/2018 03:00:00 AM,077XX S LOOMIS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0612,006,17,71,08B,1168343,1853339,2018,11/19/2018 04:22:02 PM,41.753090645,-87.658658222,""(41.753090645, -87.658658222)"""
"11505221,JB513313,11/12/2018 03:20:00 PM,083XX S SANGAMON ST,0820,THEFT,$500 AND UNDER,ALLEY,false,false,0613,006,21,71,06,1171416,1849563,2018,11/19/2018 04:22:02 PM,41.742662122,-87.647507171,""(41.742662122, -87.647507171)"""
"11505220,JB513340,11/12/2018 03:50:00 PM,075XX S SOUTH SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0421,004,7,43,14,1196126,1856148,2018,11/19/2018 04:22:02 PM,41.76015578,-87.556752911,""(41.76015578, -87.556752911)"""
"11505217,JB513274,11/12/2018 01:00:00 PM,019XX W EVERGREEN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1424,014,1,24,06,1163148,1909032,2018,11/19/2018 04:22:02 PM,41.906028553,-87.676134615,""(41.906028553, -87.676134615)"""
"11505216,JB513290,11/12/2018 02:45:00 PM,002XX S HOYNE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1225,012,27,28,11,1162442,1898914,2018,11/19/2018 04:22:02 PM,41.878278759,-87.67901144,""(41.878278759, -87.67901144)"""
"11505215,JB513321,11/12/2018 03:15:00 PM,015XX N KINGSBURY ST,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,false,false,1822,018,27,8,06,1169505,1910252,2018,11/19/2018 04:22:02 PM,41.909240284,-87.65274758,""(41.909240284, -87.65274758)"""
"11505214,JB513318,11/12/2018 03:20:00 PM,009XX N MONTICELLO AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,false,false,1112,011,27,23,04A,1151876,1906053,2018,11/19/2018 04:22:02 PM,41.898083404,-87.717619528,""(41.898083404, -87.717619528)"""
"11505212,JB513282,11/12/2018 02:38:00 PM,0000X W TERMINAL ST,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,false,1651,016,41,76,15,1100317,1935229,2018,11/19/2018 04:22:02 PM,41.979006297,-87.906463155,""(41.979006297, -87.906463155)"""
"11505211,JB513178,11/12/2018 01:25:00 PM,047XX W NORTH AVE,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,STREET,false,false,2533,025,37,25,26,1144647,1910217,2018,11/19/2018 04:22:02 PM,41.909649169,-87.744066214,""(41.909649169, -87.744066214)"""
"11505210,JB513197,11/12/2018 01:00:00 PM,041XX W MADISON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1115,011,28,26,18,1148704,1899689,2018,11/19/2018 04:22:02 PM,41.880681774,-87.729434603,""(41.880681774, -87.729434603)"""
"11505207,JB513299,11/12/2018 01:45:00 PM,020XX N BURLING ST,0560,ASSAULT,SIMPLE,PARK PROPERTY,false,false,1812,018,43,7,08A,1170950,1913843,2018,11/19/2018 04:22:02 PM,41.919062591,-87.647333823,""(41.919062591, -87.647333823)"""
"11505204,JB513211,11/12/2018 01:06:00 PM,110XX S VERNON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,0513,005,9,49,18,1181204,1831854,2018,11/19/2018 04:22:02 PM,41.693846743,-87.612187497,""(41.693846743, -87.612187497)"""
"11505202,JB513289,11/12/2018 02:48:00 PM,041XX W NELSON ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,false,false,2523,025,31,21,11,1148027,1919952,2018,11/19/2018 04:22:02 PM,41.93629853,-87.731398377,""(41.93629853, -87.731398377)"""
"11505201,JB513294,11/12/2018 03:06:00 PM,013XX S KEELER AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1011,010,24,29,18,1148600,1893394,2018,11/19/2018 04:22:02 PM,41.863409564,-87.729978962,""(41.863409564, -87.729978962)"""
"11505200,JB513255,11/12/2018 02:30:00 PM,046XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1722,017,45,15,06,1144295,1926174,2018,11/19/2018 04:22:02 PM,41.953443342,-87.744957048,""(41.953443342, -87.744957048)"""
"11505199,JB513216,11/12/2018 01:41:00 PM,062XX S LAFLIN ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0713,007,16,67,18,1167403,1863361,2018,11/19/2018 04:22:02 PM,41.780612506,-87.661816229,""(41.780612506, -87.661816229)"""
"11505197,JB513278,11/12/2018 04:15:00 AM,056XX N KEYSTONE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1711,017,39,13,06,1148378,1937090,2018,11/19/2018 04:22:02 PM,41.983319718,-87.729664695,""(41.983319718, -87.729664695)"""
"11505190,JB513265,11/12/2018 02:30:00 PM,054XX S ARCHER AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0814,008,23,56,18,1144747,1869677,2018,11/19/2018 04:22:02 PM,41.798400132,-87.744719743,""(41.798400132, -87.744719743)"""
"11505185,JB513134,11/12/2018 11:15:00 AM,054XX S MICHIGAN AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,0231,002,3,40,04A,1178087,1868801,2018,11/19/2018 04:22:02 PM,41.79530477,-87.622482054,""(41.79530477, -87.622482054)"""
"11505183,JB513217,11/12/2018 01:30:00 PM,074XX S EUCLID AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,true,0333,003,8,43,26,1190499,1855989,2018,11/19/2018 04:22:02 PM,41.759857015,-87.577380691,""(41.759857015, -87.577380691)"""
"11505182,JB513187,11/12/2018 01:35:00 PM,015XX S CALIFORNIA BLVD,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,false,false,1023,010,28,29,08A,1157932,1892551,2018,11/19/2018 04:22:02 PM,41.860911204,-87.695744714,""(41.860911204, -87.695744714)"""
"11505181,JB513193,11/12/2018 01:20:00 PM,015XX E 53RD ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0234,002,5,41,06,1187262,1870424,2018,11/19/2018 04:22:02 PM,41.799545283,-87.588786043,""(41.799545283, -87.588786043)"""
"11505177,JB513251,11/12/2018 02:45:00 PM,007XX W 69TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,false,false,0732,007,6,68,26,1172350,1859113,2018,11/19/2018 04:22:02 PM,41.768848052,-87.643804533,""(41.768848052, -87.643804533)"""
"11505174,JB513189,11/12/2018 11:40:00 AM,042XX W MADISON ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1115,011,28,26,18,1148220,1899677,2018,11/19/2018 04:22:02 PM,41.880658176,-87.731212135,""(41.880658176, -87.731212135)"""
"11505173,JB513208,11/12/2018 01:15:00 PM,043XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,0821,008,14,58,06,1155740,1875762,2018,11/19/2018 04:22:02 PM,41.814884558,-87.704242474,""(41.814884558, -87.704242474)"""
"11505172,JB513139,11/12/2018 12:55:00 PM,130XX S EVANS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0533,005,9,54,08B,1183713,1818793,2018,11/19/2018 04:22:02 PM,41.657947514,-87.60340661,""(41.657947514, -87.60340661)"""
"11505170,JB513224,11/12/2018 12:20:00 PM,001XX N KEELER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1114,011,28,26,26,1148374,1900366,2018,11/19/2018 04:22:02 PM,41.882545904,-87.730628888,""(41.882545904, -87.730628888)"""
"11505169,JB513171,11/12/2018 11:26:00 AM,082XX S MANISTEE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,0423,004,7,46,15,1195932,1850884,2018,11/19/2018 04:22:02 PM,41.745715774,-87.557637849,""(41.745715774, -87.557637849)"""
"11505168,JB513100,11/12/2018 11:43:00 AM,005XX W 125TH PL,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENTIAL YARD (FRONT/BACK),true,false,0523,005,9,53,18,1175110,1821683,2018,11/19/2018 04:22:02 PM,41.666073761,-87.634800928,""(41.666073761, -87.634800928)"""
"11505167,JB513076,11/12/2018 12:30:00 PM,063XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0312,003,20,69,08B,1180014,1862868,2018,11/19/2018 04:22:02 PM,41.778980114,-87.615597389,""(41.778980114, -87.615597389)"""
"11505164,JB512945,11/12/2018 10:51:00 AM,015XX E 75TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0324,003,8,43,03,1187814,1855564,2018,11/19/2018 04:22:02 PM,41.758755102,-87.587234567,""(41.758755102, -87.587234567)"""
"11505160,JB513147,11/12/2018 01:06:00 PM,011XX E 82ND ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0411,004,8,45,06,1185272,1850853,2018,11/19/2018 04:22:02 PM,41.745887769,-87.596698533,""(41.745887769, -87.596698533)"""
"11505159,JB513192,11/12/2018 01:08:00 PM,039XX W JACKSON BLVD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1132,011,28,26,18,1150203,1898398,2018,11/19/2018 04:22:02 PM,41.87711005,-87.723964016,""(41.87711005, -87.723964016)"""
"11505156,JB513213,11/12/2018 12:00:00 PM,007XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0121,001,42,28,14,1171735,1899804,2018,11/19/2018 04:22:02 PM,41.880521497,-87.644863603,""(41.880521497, -87.644863603)"""
"11505153,JB513054,11/12/2018 12:15:00 PM,044XX W FOSTER AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,1712,017,39,14,04A,1146017,1934197,2018,11/19/2018 04:22:02 PM,41.975426457,-87.738421979,""(41.975426457, -87.738421979)"""
"11505152,JB513175,11/12/2018 12:20:00 PM,001XX W LAKE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0122,001,42,32,06,1175301,1901735,2018,11/19/2018 04:22:02 PM,41.885741029,-87.631711749,""(41.885741029, -87.631711749)"""
"11505151,JB513079,11/12/2018 12:32:00 PM,088XX S MUSKEGON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0423,004,10,46,14,1196544,1846948,2018,11/19/2018 04:22:02 PM,41.734899916,-87.555525763,""(41.734899916, -87.555525763)"""
"11505150,JB513170,11/12/2018 12:00:00 PM,007XX N AUSTIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1511,015,29,25,08B,1136234,1904484,2018,11/19/2018 04:22:02 PM,41.894071544,-87.775109514,""(41.894071544, -87.775109514)"""
"11505149,JB513151,11/12/2018 12:00:00 AM,003XX S WHIPPLE ST,0810,THEFT,OVER $500,STREET,false,false,1124,011,28,27,06,1156099,1898319,2018,11/19/2018 04:22:02 PM,41.876776356,-87.702317641,""(41.876776356, -87.702317641)"""
"11505147,JB512980,11/12/2018 09:00:00 AM,087XX S BURLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0424,004,10,46,08B,1199186,1847667,2018,11/19/2018 04:22:02 PM,41.736806979,-87.545822716,""(41.736806979, -87.545822716)"""
"11505141,JB513157,11/12/2018 02:00:00 AM,027XX N CAMPBELL AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1411,014,32,22,06,1159223,1918085,2018,11/19/2018 04:22:02 PM,41.930952271,-87.690303238,""(41.930952271, -87.690303238)"""
"11505140,JB513117,11/12/2018 12:39:00 PM,004XX N WALLER AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1512,015,29,25,08A,1138266,1902376,2018,11/19/2018 04:22:02 PM,41.888250404,-87.767697543,""(41.888250404, -87.767697543)"""
"11505138,JB513188,11/12/2018 01:10:00 PM,005XX N SPRINGFIELD AVE,0810,THEFT,OVER $500,STREET,false,false,1122,011,37,23,06,1150294,1903290,2018,11/19/2018 04:22:02 PM,41.890532455,-87.723502246,""(41.890532455, -87.723502246)"""
"11505137,JB513153,11/12/2018 01:15:00 PM,029XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1222,012,27,27,08B,1156781,1900213,2018,11/19/2018 04:22:02 PM,41.881959891,-87.699762202,""(41.881959891, -87.699762202)"""
"11505135,JB513223,11/12/2018 01:05:00 PM,037XX W AUGUSTA BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1112,011,27,23,18,1151283,1906411,2018,11/19/2018 04:22:02 PM,41.899077449,-87.719788175,""(41.899077449, -87.719788175)"""
"11505134,JB513146,11/12/2018 09:13:00 AM,017XX S WABASH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,MEDICAL/DENTAL OFFICE,false,false,0131,001,3,33,26,1177039,1891851,2018,11/19/2018 04:22:02 PM,41.858579571,-87.625628785,""(41.858579571, -87.625628785)"""
"11505132,JB513106,11/12/2018 12:45:00 PM,016XX W 59TH ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,0714,007,15,67,08B,1166473,1865585,2018,11/19/2018 04:22:02 PM,41.786735319,-87.665162422,""(41.786735319, -87.665162422)"""
"11505131,JB513174,11/12/2018 12:45:00 PM,013XX N SEDGWICK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1821,018,27,8,14,1173407,1909239,2018,11/19/2018 04:22:02 PM,41.906374708,-87.638443652,""(41.906374708, -87.638443652)"""
"11505130,JB513109,11/12/2018 12:40:00 PM,016XX W 59TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,0714,007,15,67,14,1166473,1865585,2018,11/19/2018 04:22:02 PM,41.786735319,-87.665162422,""(41.786735319, -87.665162422)"""
"11505128,JB513086,11/12/2018 11:05:00 AM,040XX S PRAIRIE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,true,false,0213,002,3,38,24,1178706,1878297,2018,11/19/2018 04:22:02 PM,41.821348554,-87.619923132,""(41.821348554, -87.619923132)"""
"11505127,JB513116,11/12/2018 12:45:00 PM,066XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0723,007,6,68,08B,1171452,1860763,2018,11/19/2018 04:22:02 PM,41.773395559,-87.647047894,""(41.773395559, -87.647047894)"""
"11505126,JB513132,11/12/2018 01:00:00 PM,067XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0726,007,16,67,08B,1164848,1860021,2018,11/19/2018 04:22:02 PM,41.771501475,-87.671277612,""(41.771501475, -87.671277612)"""
"11505124,JB513162,11/12/2018 12:00:00 PM,045XX S WESTERN BLVD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0924,009,12,61,06,1161289,1874276,2018,11/19/2018 04:22:02 PM,41.810693516,-87.683929054,""(41.810693516, -87.683929054)"""
"11505118,JB513142,11/12/2018 05:32:00 AM,054XX N VIRGINIA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,2011,020,40,4,11,1155343,1935887,2018,11/19/2018 04:22:02 PM,41.979881064,-87.704081143,""(41.979881064, -87.704081143)"""
"11505116,JB513058,11/12/2018 11:39:00 AM,001XX N ALBANY AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,1222,012,27,27,26,1155702,1900579,2018,11/19/2018 04:22:02 PM,41.882986022,-87.703714432,""(41.882986022, -87.703714432)"""
"11505113,JB513001,11/12/2018 12:00:00 PM,085XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0632,006,6,44,06,1183050,1848589,2018,11/19/2018 04:22:02 PM,41.739727015,-87.604910522,""(41.739727015, -87.604910522)"""
"11505112,JB513161,11/12/2018 01:00:00 PM,016XX N NATOMA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,2513,025,29,25,14,1131835,1910135,2018,11/19/2018 04:22:02 PM,41.909656036,-87.79113477,""(41.909656036, -87.79113477)"""
"11505111,JB513096,11/12/2018 12:40:00 PM,091XX S COMMERCIAL AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0423,004,10,46,06,1197734,1844871,2018,11/19/2018 04:22:02 PM,41.729170867,-87.551235346,""(41.729170867, -87.551235346)"""
"11505109,JB513063,11/12/2018 12:05:00 PM,049XX S MICHIGAN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,true,0224,002,3,38,04A,1177995,1872226,2018,11/19/2018 04:22:02 PM,41.804705375,-87.622715586,""(41.804705375, -87.622715586)"""
"11505108,JB513078,11/12/2018 09:28:00 AM,021XX E 97TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0431,004,7,51,06,1191717,1840736,2018,11/19/2018 04:22:02 PM,41.717971929,-87.573410427,""(41.717971929, -87.573410427)"""
"11505105,JB513159,11/12/2018 11:00:00 AM,022XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1225,012,27,28,06,1161301,1898652,2018,11/19/2018 04:22:02 PM,41.877583601,-87.683208224,""(41.877583601, -87.683208224)"""
"11505102,JB513075,11/12/2018 12:09:00 PM,004XX W EVERGREEN AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,1821,018,27,8,15,1173263,1909286,2018,11/19/2018 04:22:02 PM,41.906506878,-87.638971217,""(41.906506878, -87.638971217)"""
"11505100,JB512940,11/12/2018 05:00:00 AM,024XX S KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1033,010,12,30,14,1155411,1887654,2018,11/19/2018 04:22:02 PM,41.847524285,-87.705130306,""(41.847524285, -87.705130306)"""
"11505099,JB512960,11/12/2018 10:23:00 AM,063XX S DR MARTIN LUTHER KING JR DR,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,RESIDENCE,false,false,0312,003,20,69,20,1180013,1862930,2018,11/19/2018 04:22:02 PM,41.779150271,-87.615599158,""(41.779150271, -87.615599158)"""
"11505098,JB513031,11/12/2018 11:30:00 AM,007XX W WASHINGTON BLVD,0460,BATTERY,SIMPLE,ALLEY,false,false,1224,012,42,28,08B,1171496,1900763,2018,11/19/2018 04:22:02 PM,41.883158315,-87.645712968,""(41.883158315, -87.645712968)"""
"11505096,JB513094,11/12/2018 12:30:00 PM,007XX S WELLS ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,0123,001,25,32,06,1174826,1897096,2018,11/19/2018 04:22:02 PM,41.873021973,-87.633594919,""(41.873021973, -87.633594919)"""
"11505092,JB513148,11/12/2018 08:00:00 AM,052XX S NEWLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0811,008,23,56,14,1130939,1869092,2018,11/19/2018 04:22:02 PM,41.797043086,-87.795370968,""(41.797043086, -87.795370968)"""
"11505091,JB512740,11/12/2018 08:00:00 AM,027XX S HARDING AVE,0810,THEFT,OVER $500,APARTMENT,false,true,1031,010,22,30,06,1150488,1885408,2018,11/19/2018 04:22:02 PM,41.841458376,-87.72325648,""(41.841458376, -87.72325648)"""
"11505084,JB513115,11/12/2018 12:32:00 PM,051XX S PAULINA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0932,009,16,61,15,1165882,1870565,2018,11/19/2018 04:22:02 PM,41.800413627,-87.667187857,""(41.800413627, -87.667187857)"""
"11505077,JB512781,11/12/2018 08:35:00 AM,001XX N STATE ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,false,false,0111,001,42,32,26,1176352,1900918,2018,11/19/2018 04:22:02 PM,41.883475491,-87.627876969,""(41.883475491, -87.627876969)"""
"11505076,JB512989,11/12/2018 11:15:00 AM,002XX S MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,false,false,0113,001,42,32,26,1177326,1899381,2018,11/19/2018 04:22:02 PM,41.879235852,-87.624347038,""(41.879235852, -87.624347038)"""
"11505073,JB512889,11/12/2018 10:18:00 AM,011XX W 50TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0933,009,20,61,08B,1169689,1871646,2018,11/19/2018 04:22:02 PM,41.8032982,-87.653195042,""(41.8032982, -87.653195042)"""
"11505069,JB512843,11/12/2018 09:30:00 AM,080XX S WABASH AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0623,006,6,44,08B,1178107,1851674,2018,11/19/2018 04:22:02 PM,41.748306009,-87.62292749,""(41.748306009, -87.62292749)"""
"11505068,JB513059,11/12/2018 02:00:00 AM,035XX W LAWRENCE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SMALL RETAIL STORE,false,false,1712,017,33,14,14,1151721,1931662,2018,11/19/2018 04:22:02 PM,41.968359643,-87.717513213,""(41.968359643, -87.717513213)"""
"11505067,JB512942,11/12/2018 01:00:00 AM,010XX W CULLERTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1235,012,25,31,14,1169713,1890580,2018,11/19/2018 04:22:02 PM,41.855254397,-87.652556747,""(41.855254397, -87.652556747)"""
"11505066,JB512929,11/12/2018 01:00:00 AM,024XX W WARREN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1222,012,27,28,14,1160219,1900283,2018,11/19/2018 04:22:02 PM,41.882081635,-87.687135955,""(41.882081635, -87.687135955)"""
"11505060,JB513085,11/12/2018 12:40:00 PM,009XX S OAKLEY BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1225,012,28,28,07,1161195,1895815,2018,11/19/2018 04:22:02 PM,41.869800814,-87.68367627,""(41.869800814, -87.68367627)"""
"11505058,JB513035,11/12/2018 12:10:00 PM,009XX N LAWLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1531,015,37,25,08B,1142522,1905694,2018,11/19/2018 04:22:02 PM,41.897277341,-87.751985258,""(41.897277341, -87.751985258)"""
"11505057,JB513018,11/12/2018 06:15:00 AM,042XX W 63RD ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0813,008,23,65,05,1149006,1862483,2018,11/19/2018 04:22:02 PM,41.778577577,-87.729286283,""(41.778577577, -87.729286283)"""
"11505056,JB513029,11/12/2018 11:47:00 AM,004XX N HAMLIN AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,VACANT LOT/LAND,true,false,1122,011,37,23,24,1150979,1902673,2018,11/19/2018 04:22:02 PM,41.888825956,-87.72100275,""(41.888825956, -87.72100275)"""
"11505055,JB512925,11/12/2018 10:50:00 AM,094XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2221,022,21,73,06,1167325,1842212,2018,11/19/2018 04:22:02 PM,41.722578383,-87.662706548,""(41.722578383, -87.662706548)"""
"11505051,JB513042,11/12/2018 01:20:00 PM,034XX W GRENSHAW ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1133,011,24,29,14,1153609,1894845,2018,11/19/2018 04:22:02 PM,41.867293196,-87.711552595,""(41.867293196, -87.711552595)"""
"11505046,JB512954,11/12/2018 10:00:00 AM,007XX N ST LOUIS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1121,011,27,23,18,1152912,1904796,2018,11/19/2018 04:22:02 PM,41.894613608,-87.713847704,""(41.894613608, -87.713847704)"""
"11505045,JB512990,11/12/2018 12:00:00 PM,053XX N WINTHROP AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,2023,020,48,77,26,1167907,1935617,2018,11/19/2018 04:22:02 PM,41.97887761,-87.657883624,""(41.97887761, -87.657883624)"""
"11505042,JB512974,11/12/2018 10:55:00 AM,084XX S SAGINAW AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,""SCHOOL, PUBLIC, GROUNDS"",false,false,0423,004,7,46,26,1195296,1849623,2018,11/19/2018 04:22:02 PM,41.742271198,-87.56000975,""(41.742271198, -87.56000975)"""
"11505041,JB512903,11/12/2018 10:00:00 AM,020XX W 52ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0932,009,16,61,08B,1163559,1870006,2018,11/19/2018 04:22:02 PM,41.798928748,-87.675722728,""(41.798928748, -87.675722728)"""
"11505040,JB512976,11/12/2018 10:44:00 AM,060XX S WOODLAWN AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0235,002,20,42,24,1185254,1865204,2018,11/19/2018 04:22:02 PM,41.785268675,-87.596313914,""(41.785268675, -87.596313914)"""
"11505038,JB513036,11/12/2018 12:05:00 PM,0000X S PULASKI RD,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,VACANT LOT/LAND,true,false,1115,011,28,26,18,1149732,1899610,2018,11/19/2018 04:22:02 PM,41.880445077,-87.725661897,""(41.880445077, -87.725661897)"""
"11505036,JB512977,11/12/2018 10:33:00 AM,040XX W POTOMAC AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2534,025,37,23,06,1149130,1908355,2018,11/19/2018 04:22:02 PM,41.904453962,-87.727645727,""(41.904453962, -87.727645727)"""
"11505033,JB512963,11/12/2018 09:17:00 AM,013XX N SANDBURG TER,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,1821,018,2,8,11,1175110,1909464,2018,11/19/2018 04:22:02 PM,41.906954091,-87.632181183,""(41.906954091, -87.632181183)"""
"11505032,JB512968,11/12/2018 09:30:00 AM,047XX W LAKE ST,0810,THEFT,OVER $500,CTA TRAIN,false,false,1113,011,28,25,06,1144619,1901792,2018,11/19/2018 04:22:02 PM,41.886530554,-87.74438154,""(41.886530554, -87.74438154)"""
"11505028,JB512813,11/12/2018 09:05:00 AM,021XX S HOMAN AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,true,1024,010,24,30,06,1154027,1889562,2018,11/19/2018 04:22:02 PM,41.85278773,-87.71015882,""(41.85278773, -87.71015882)"""
"11505018,JB512952,11/12/2018 01:00:00 AM,058XX S AUSTIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,0811,008,13,56,07,1137386,1865205,2018,11/19/2018 04:22:02 PM,41.786263324,-87.771821626,""(41.786263324, -87.771821626)"""
"11505013,JB512867,11/12/2018 02:00:00 AM,036XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0212,002,4,35,14,1179110,1880958,2018,11/19/2018 04:22:02 PM,41.828641331,-87.618359832,""(41.828641331, -87.618359832)"""
