ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
"11505009,JB512806,11/12/2018 09:02:00 AM,017XX E 78TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0414,004,8,43,08B,1189069,1853602,2018,11/19/2018 04:22:02 PM,41.753341238,-87.582697884,""(41.753341238, -87.582697884)"""
"11505005,JB512961,11/12/2018 08:30:00 AM,010XX N AVERS AVE,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,STREET,false,false,1112,011,37,23,26,1150530,1906617,2018,11/19/2018 04:22:02 PM,41.899657478,-87.722548554,""(41.899657478, -87.722548554)"""
"11505000,JB512921,11/12/2018 10:45:00 AM,015XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1822,018,27,8,06,1171167,1910123,2018,11/19/2018 04:22:02 PM,41.908849952,-87.646645976,""(41.908849952, -87.646645976)"""
"11504998,JB512967,11/12/2018 08:30:00 AM,021XX N CLYBOURN AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,1811,018,2,7,05,1166449,1914594,2018,11/19/2018 04:22:02 PM,41.921220988,-87.663849389,""(41.921220988, -87.663849389)"""
"11504997,JB512953,11/12/2018 11:12:00 AM,004XX N SPRINGFIELD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1122,011,37,23,18,1150308,1902753,2018,11/19/2018 04:22:02 PM,41.889058597,-87.723464848,""(41.889058597, -87.723464848)"""
"11504996,JB512875,11/12/2018 09:50:00 AM,026XX S CHRISTIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1032,010,12,30,08B,1154454,1886367,2018,11/19/2018 04:22:02 PM,41.84401176,-87.708676885,""(41.84401176, -87.708676885)"""
"11504995,JB512835,11/12/2018 09:38:00 AM,001XX W 87TH ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,true,false,0622,006,21,44,08A,1176589,1847260,2018,11/19/2018 04:22:02 PM,41.736227704,-87.62862238,""(41.736227704, -87.62862238)"""
"11504994,JB512939,11/12/2018 10:35:00 AM,103XX S PEORIA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),true,false,2232,022,34,73,18,1172143,1836193,2018,11/19/2018 04:22:02 PM,41.705957012,-87.64523501,""(41.705957012, -87.64523501)"""
"11504992,JB512949,11/12/2018 10:00:00 AM,057XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,1633,016,38,15,14,1137492,1926018,2018,11/19/2018 04:22:02 PM,41.953140703,-87.769969614,""(41.953140703, -87.769969614)"""
"11504991,JB512919,11/12/2018 09:15:00 AM,049XX N BROADWAY,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,2033,020,46,3,03,1167419,1933102,2018,11/19/2018 04:22:02 PM,41.97198692,-87.659750985,""(41.97198692, -87.659750985)"""
"11504986,JB512910,11/12/2018 10:25:00 AM,016XX W HOWARD ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,2422,024,49,1,06,1163888,1950346,2018,11/19/2018 04:22:02 PM,42.019380377,-87.672245447,""(42.019380377, -87.672245447)"""
"11504983,JB512724,11/12/2018 07:45:00 AM,064XX N RIDGE BLVD,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,2412,024,50,2,08A,1162641,1942703,2018,11/19/2018 04:22:02 PM,41.998434142,-87.677049865,""(41.998434142, -87.677049865)"""
"11504982,JB512846,11/12/2018 06:00:00 AM,041XX S ARTESIAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,0921,009,12,58,26,1160708,1877144,2018,11/19/2018 04:22:02 PM,41.818575685,-87.685980867,""(41.818575685, -87.685980867)"""
"11504981,JB512741,11/12/2018 01:43:00 AM,026XX S HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,0914,009,11,60,05,1171407,1886902,2018,11/19/2018 04:22:02 PM,41.845124638,-87.646447016,""(41.845124638, -87.646447016)"""
"11504979,JB512754,11/12/2018 12:01:00 AM,061XX N ROCKWELL ST,0810,THEFT,OVER $500,STREET,false,false,2413,024,40,2,06,1157883,1940631,2018,11/19/2018 04:22:02 PM,41.992847227,-87.694609882,""(41.992847227, -87.694609882)"""
"11504978,JB512821,11/12/2018 09:19:00 AM,081XX S KINGSTON AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,0422,004,7,46,26,1194593,1851490,2018,11/19/2018 04:22:02 PM,41.747411706,-87.56252421,""(41.747411706, -87.56252421)"""
"11504975,JB512923,11/12/2018 10:52:00 AM,079XX S PHILLIPS AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,0422,004,7,46,04A,1193901,1852932,2018,11/19/2018 04:22:02 PM,41.751385654,-87.565012665,""(41.751385654, -87.565012665)"""
"11504972,JB512899,11/12/2018 10:45:00 AM,016XX W 59TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,0714,007,15,67,26,1166211,1865580,2018,11/19/2018 04:22:02 PM,41.786727181,-87.666123197,""(41.786727181, -87.666123197)"""
"11504970,JB512831,11/12/2018 09:30:00 AM,066XX S PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0725,007,15,67,14,1166140,1860701,2018,11/19/2018 04:22:02 PM,41.773340095,-87.66652224,""(41.773340095, -87.66652224)"""
"11504968,JB512898,11/12/2018 10:00:00 AM,033XX E 106TH ST,0560,ASSAULT,SIMPLE,OTHER,false,false,0432,004,10,52,08A,1200002,1835267,2018,11/19/2018 04:22:02 PM,41.702759845,-87.543250137,""(41.702759845, -87.543250137)"""
"11504965,JB512761,11/12/2018 08:00:00 AM,067XX S THROOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0724,007,17,67,14,1168821,1860007,2018,11/19/2018 04:22:02 PM,41.771378209,-87.65671433,""(41.771378209, -87.65671433)"""
"11504962,JB512696,11/12/2018 06:15:00 AM,018XX S LAWNDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1014,010,24,29,07,1151992,1890770,2018,11/19/2018 04:22:02 PM,41.85614291,-87.717596171,""(41.85614291, -87.717596171)"""
"11504959,JB512915,11/12/2018 08:50:00 AM,004XX S CLINTON ST,0460,BATTERY,SIMPLE,CTA TRAIN,false,false,0121,001,25,28,08B,1172799,1898209,2018,11/19/2018 04:22:02 PM,41.876121224,-87.641003973,""(41.876121224, -87.641003973)"""
"11504956,JB512928,11/12/2018 11:00:00 AM,005XX N LAKE SHORE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,false,false,1834,018,42,8,07,1180009,1903803,2018,11/19/2018 04:22:02 PM,41.891308785,-87.614359614,""(41.891308785, -87.614359614)"""
"11504954,JB512886,11/12/2018 09:30:00 AM,039XX W ROOSEVELT RD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1132,011,24,29,18,1150483,1894425,2018,11/19/2018 04:22:02 PM,41.866202226,-87.723039647,""(41.866202226, -87.723039647)"""
"11504953,JB512841,11/12/2018 09:15:00 AM,055XX S LAFLIN ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,false,0713,007,16,67,04A,1167285,1867909,2018,11/19/2018 04:22:02 PM,41.7930953,-87.662118671,""(41.7930953, -87.662118671)"""
"11504951,JB512818,11/12/2018 09:30:00 AM,022XX S MARSHALL BLVD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,1033,010,12,30,14,1157055,1888908,2018,11/19/2018 04:22:02 PM,41.850932242,-87.699062784,""(41.850932242, -87.699062784)"""
"11504942,JB512914,11/12/2018 10:55:00 AM,068XX W ARMITAGE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2512,025,29,25,26,1130594,1912548,2018,11/19/2018 04:22:02 PM,41.916299055,-87.795638196,""(41.916299055, -87.795638196)"""
"11504941,JB512912,11/12/2018 10:50:00 AM,010XX W LAWRENCE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2024,020,46,3,08A,1168554,1932051,2018,11/19/2018 04:22:02 PM,41.969078381,-87.65560801,""(41.969078381, -87.65560801)"""
"11504934,JB512725,11/12/2018 08:00:00 AM,058XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0712,007,16,68,08B,1171642,1865958,2018,11/19/2018 04:22:02 PM,41.787647079,-87.646199223,""(41.787647079, -87.646199223)"""
"11504932,JB512735,11/12/2018 08:00:00 AM,006XX S STATE ST,0560,ASSAULT,SIMPLE,CTA STATION,false,false,0123,001,4,32,08A,1176452,1897617,2018,11/19/2018 04:22:02 PM,41.8744151,-87.627609439,""(41.8744151, -87.627609439)"""
"11504931,JB512764,11/12/2018 08:40:00 AM,016XX W 59TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0714,007,15,67,06,1166473,1865585,2018,11/19/2018 04:22:02 PM,41.786735319,-87.665162422,""(41.786735319, -87.665162422)"""
"11504927,JB512852,11/12/2018 10:06:00 AM,014XX W 72ND ST,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,0734,007,17,67,26,1168133,1857006,2018,11/19/2018 04:22:02 PM,41.763157901,-87.659322505,""(41.763157901, -87.659322505)"""
"11504926,JB512880,11/12/2018 09:30:00 AM,024XX W PETERSON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2011,020,40,2,06,1158749,1939778,2018,11/19/2018 04:22:02 PM,41.990488792,-87.69144794,""(41.990488792, -87.69144794)"""
"11504912,JB512860,11/12/2018 08:02:00 AM,047XX N DOVER ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1913,019,46,3,26,1165730,1931637,2018,11/19/2018 04:22:02 PM,41.968003179,-87.666003635,""(41.968003179, -87.666003635)"""
"11504909,JB512855,11/12/2018 08:30:00 AM,0000X E 44TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0215,002,3,38,08B,1177693,1875871,2018,11/19/2018 04:22:02 PM,41.814714425,-87.623712797,""(41.814714425, -87.623712797)"""
"11504908,JB512779,11/12/2018 01:00:00 AM,0000X S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0112,001,42,32,11,1177316,1900297,2018,11/19/2018 04:22:02 PM,41.881749633,-87.624355971,""(41.881749633, -87.624355971)"""
"11504907,JB512739,11/12/2018 07:30:00 AM,075XX S PEORIA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0621,006,17,71,11,1171614,1854767,2018,11/19/2018 04:22:02 PM,41.756938247,-87.646629517,""(41.756938247, -87.646629517)"""
"11504905,JB512800,11/12/2018 09:00:00 AM,055XX S HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,0715,007,15,67,08B,1164963,1867923,2018,11/19/2018 04:22:02 PM,41.793183151,-87.670632818,""(41.793183151, -87.670632818)"""
"11504894,JB512729,11/12/2018 07:41:00 AM,005XX E KENSINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0532,005,9,54,08B,1182004,1828283,2018,11/19/2018 04:22:02 PM,41.684029009,-87.609368405,""(41.684029009, -87.609368405)"""
"11504888,JB512777,11/12/2018 12:01:00 AM,031XX N KENNETH AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2523,025,31,20,06,1146162,1920574,2018,11/19/2018 04:22:02 PM,41.938041082,-87.738236645,""(41.938041082, -87.738236645)"""
"11504877,JB512793,11/12/2018 08:45:00 AM,058XX W 54TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0811,008,23,56,08B,1138465,1867878,2018,11/19/2018 04:22:02 PM,41.793579099,-87.767800918,""(41.793579099, -87.767800918)"""
"11504871,JB512714,11/12/2018 07:00:00 AM,049XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1533,015,28,25,08B,1143631,1898881,2018,11/19/2018 04:22:02 PM,41.878560968,-87.748082667,""(41.878560968, -87.748082667)"""
"11504870,JB512745,11/12/2018 08:15:00 AM,006XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1524,015,37,25,08B,1141251,1903643,2018,11/19/2018 04:22:02 PM,41.891672689,-87.75670416,""(41.891672689, -87.75670416)"""
"11504866,JB512789,11/12/2018 09:05:00 AM,078XX S SOUTH SHORE DR,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,APARTMENT,false,false,0421,004,7,46,26,1198248,1853536,2018,11/19/2018 04:22:02 PM,41.752935445,-87.5490632,""(41.752935445, -87.5490632)"""
"11504864,JB512713,11/12/2018 02:00:00 AM,038XX W LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BARBERSHOP,false,false,1723,017,35,14,14,1149756,1931618,2018,11/19/2018 04:22:02 PM,41.968277434,-87.724739615,""(41.968277434, -87.724739615)"""
"11504860,JB512689,11/12/2018 05:30:00 AM,0000X W CHECKPOINT 4 ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,false,1652,016,41,76,15,1100443,1934558,2018,11/19/2018 04:22:02 PM,41.977163253,-87.906012076,""(41.977163253, -87.906012076)"""
"11504859,JB512751,11/12/2018 08:32:00 AM,057XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0232,002,20,40,14,1178139,1866908,2018,11/19/2018 04:22:02 PM,41.790109016,-87.622348779,""(41.790109016, -87.622348779)"""
"11504853,JB512782,11/12/2018 08:35:00 AM,122XX S NORMAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0523,005,34,53,08B,1175177,1823754,2018,11/19/2018 04:22:02 PM,41.671755431,-87.634494269,""(41.671755431, -87.634494269)"""
"11504852,JB512712,11/12/2018 07:14:00 AM,012XX W 78TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0612,006,17,71,08B,1169561,1852731,2018,11/19/2018 04:22:02 PM,41.751395915,-87.65421231,""(41.751395915, -87.65421231)"""
"11504849,JB512752,11/12/2018 04:00:00 AM,021XX N MOBILE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2512,025,36,19,07,1134057,1913790,2018,11/19/2018 04:22:02 PM,41.91964697,-87.78288576,""(41.91964697, -87.78288576)"""
"11504833,JB512706,11/12/2018 01:30:00 AM,010XX W 92ND PL,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),false,false,2222,022,21,73,26,1170855,1843467,2018,11/19/2018 04:22:02 PM,41.725946096,-87.649740087,""(41.725946096, -87.649740087)"""
"11504831,JB512605,11/12/2018 12:40:00 AM,062XX S DR MARTIN LUTHER KING JR DR,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,false,0313,003,20,42,04A,1179992,1863719,2018,11/19/2018 04:22:02 PM,41.781315845,-87.615652004,""(41.781315845, -87.615652004)"""
"11504829,JB512674,11/12/2018 04:30:00 AM,008XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1112,011,27,23,08B,1150570,1905307,2018,11/19/2018 04:22:02 PM,41.896061924,-87.722435895,""(41.896061924, -87.722435895)"""
"11504826,JB512691,11/12/2018 05:50:00 AM,060XX S RICHMOND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,0823,008,16,66,14,1157748,1864473,2018,11/19/2018 04:22:02 PM,41.783865444,-87.697183259,""(41.783865444, -87.697183259)"""
"11504824,JB512711,11/12/2018 06:30:00 AM,001XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0114,001,42,32,06,1177276,1901405,2018,11/19/2018 04:22:02 PM,41.884790951,-87.624469241,""(41.884790951, -87.624469241)"""
11504823,JB512695,11/12/2018 05:48:00 AM,050XX S ARCHER AVE,031A,ROBBERY,ARMED: HANDGUN,BANK,false,false,0815,008,14,57,03,,,2018,11/19/2018 04:22:02 PM,,,
"11504822,JB512676,11/12/2018 05:00:00 AM,006XX S PAULINA ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,false,false,1231,012,27,28,03,1165157,1897183,2018,11/19/2018 04:22:02 PM,41.873471519,-87.669091777,""(41.873471519, -87.669091777)"""
"11504820,JB512704,11/12/2018 07:00:00 AM,064XX N ROCKWELL ST,0810,THEFT,OVER $500,STREET,false,false,2412,024,50,2,06,1157818,1942728,2018,11/19/2018 04:22:02 PM,41.998602808,-87.694791457,""(41.998602808, -87.694791457)"""
"11504819,JB512699,11/12/2018 04:00:00 AM,052XX W DIVISION ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,false,false,1524,015,37,25,14,1141394,1907496,2018,11/19/2018 04:22:02 PM,41.902243139,-87.756083772,""(41.902243139, -87.756083772)"""
"11504817,JB512684,11/12/2018 05:30:00 AM,019XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2534,025,35,20,08B,1148743,1912475,2018,11/19/2018 04:22:02 PM,41.915767137,-87.728960661,""(41.915767137, -87.728960661)"""
"11504813,JB512683,11/12/2018 05:00:00 AM,044XX N HARDING AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,false,true,1723,017,35,14,26,1149257,1929327,2018,11/19/2018 04:22:02 PM,41.962000479,-87.726634072,""(41.962000479, -87.726634072)"""
"11504808,JB512679,11/12/2018 04:50:00 AM,007XX W DIVERSEY PKWY,0460,BATTERY,SIMPLE,APARTMENT,false,false,1934,019,44,6,08B,1170960,1918833,2018,11/19/2018 04:22:02 PM,41.932755165,-87.647150367,""(41.932755165, -87.647150367)"""
"11504807,JB512675,11/12/2018 05:09:00 AM,036XX W BELMONT AVE,031A,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,false,false,1732,017,30,21,03,1151747,1921040,2018,11/19/2018 04:22:02 PM,41.939211601,-87.717698178,""(41.939211601, -87.717698178)"""
"11504806,JB512670,11/12/2018 04:47:00 AM,057XX N KARLOV AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1711,017,39,13,07,1148034,1937552,2018,11/19/2018 04:22:02 PM,41.984594122,-87.730917921,""(41.984594122, -87.730917921)"""
"11504805,JB512655,11/12/2018 12:30:00 AM,056XX W HIGGINS AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1622,016,45,11,07,1137495,1932501,2018,11/19/2018 04:22:02 PM,41.970930607,-87.76980185,""(41.970930607, -87.76980185)"""
"11504804,JB512677,11/12/2018 04:00:00 AM,029XX W 64TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0823,008,17,66,14,1158012,1862064,2018,11/19/2018 04:22:02 PM,41.777249438,-87.696280764,""(41.777249438, -87.696280764)"""
"11504802,JB512654,11/12/2018 04:07:00 AM,017XX E 71ST PL,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,0324,003,7,43,06,1189244,1857921,2018,11/19/2018 04:22:02 PM,41.76518876,-87.581918335,""(41.76518876, -87.581918335)"""
"11504798,JB512659,11/12/2018 04:00:00 AM,056XX S KILPATRICK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA TRAIN,false,false,0813,008,13,56,14,1146073,1866900,2018,11/19/2018 04:22:02 PM,41.790754583,-87.739927261,""(41.790754583, -87.739927261)"""
"11504790,JB512640,11/12/2018 03:03:00 AM,066XX W WABANSIA AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET,false,true,2513,025,29,25,02,1132071,1910587,2018,11/19/2018 04:22:02 PM,41.910892285,-87.790257276,""(41.910892285, -87.790257276)"""
"11504787,JB512629,11/12/2018 02:08:00 AM,006XX W 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0621,006,6,71,08B,1173416,1853830,2018,11/19/2018 04:22:02 PM,41.754327341,-87.640053181,""(41.754327341, -87.640053181)"""
"11504786,JB512650,11/12/2018 03:35:00 AM,001XX E 23RD ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,false,false,0132,001,3,33,03,1177930,1889144,2018,11/19/2018 04:22:02 PM,41.851131184,-87.622440542,""(41.851131184, -87.622440542)"""
"11506526,JB514916,11/13/2018 08:24:00 PM,061XX S ADA ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0713,007,16,67,04B,1168362,1864060,2018,11/20/2018 04:21:57 PM,41.782510042,-87.658280242,""(41.782510042, -87.658280242)"""
"11506523,JB514970,11/13/2018 08:17:00 PM,023XX W GRANVILLE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,2413,024,50,2,24,1159391,1941101,2018,11/20/2018 04:21:57 PM,41.994105927,-87.689049909,""(41.994105927, -87.689049909)"""
"11506520,JB514839,11/13/2018 06:43:00 PM,119XX S WALLACE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0524,005,34,53,15,1174457,1825708,2018,11/20/2018 04:21:57 PM,41.677133516,-87.637071669,""(41.677133516, -87.637071669)"""
"11506519,JB514985,11/13/2018 09:09:00 PM,014XX N HUDSON AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,1821,018,27,8,18,1173057,1909866,2018,11/20/2018 04:21:57 PM,41.908103001,-87.639710701,""(41.908103001, -87.639710701)"""
"11506518,JB514891,11/13/2018 05:30:00 PM,051XX N LONG AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1623,016,45,11,06,1139406,1933839,2018,11/20/2018 04:21:57 PM,41.974567484,-87.76274205,""(41.974567484, -87.76274205)"""
"11506517,JB515001,11/13/2018 09:18:00 PM,024XX E 75TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0421,004,7,43,18,1193658,1855703,2018,11/20/2018 04:21:57 PM,41.758995448,-87.565812535,""(41.758995448, -87.565812535)"""
"11506516,JB514967,11/13/2018 08:00:00 PM,056XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ANIMAL HOSPITAL,false,true,0225,002,20,40,08B,1178120,1867630,2018,11/20/2018 04:21:57 PM,41.792090686,-87.622396554,""(41.792090686, -87.622396554)"""
"11506515,JB514837,11/13/2018 04:29:00 PM,038XX W THOMAS ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,1112,011,37,23,18,1150379,1907059,2018,11/20/2018 04:21:57 PM,41.900873319,-87.723091633,""(41.900873319, -87.723091633)"""
"11506514,JB514934,11/13/2018 08:00:00 PM,053XX N LINCOLN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,true,true,2011,020,40,4,08B,1158476,1935244,2018,11/20/2018 04:21:57 PM,41.978052908,-87.692576858,""(41.978052908, -87.692576858)"""
"11506512,JB514955,11/13/2018 08:06:00 PM,106XX S HALSTED ST,0560,ASSAULT,SIMPLE,RESTAURANT,true,false,2233,022,34,49,08A,1172868,1834252,2018,11/20/2018 04:21:57 PM,41.700614688,-87.64263712,""(41.700614688, -87.64263712)"""
"11506510,JB514851,11/13/2018 06:00:00 AM,071XX S CALIFORNIA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0831,008,18,66,05,1158942,1857138,2018,11/20/2018 04:21:57 PM,41.763712816,-87.693005818,""(41.763712816, -87.693005818)"""
"11506509,JB514939,11/13/2018 08:35:00 PM,023XX N MILWAUKEE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1414,014,1,22,07,1157022,1915385,2018,11/20/2018 04:21:57 PM,41.923588282,-87.698464949,""(41.923588282, -87.698464949)"""
"11506508,JB514840,11/13/2018 06:44:00 PM,002XX W 63RD ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,false,false,0711,007,20,68,26,1175827,1863196,2018,11/20/2018 04:21:57 PM,41.779975054,-87.630937377,""(41.779975054, -87.630937377)"""
"11507086,JB515573,11/12/2018 02:00:00 AM,035XX N LINCOLN AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,STREET,false,true,1922,019,47,6,04B,1163952,1923446,2018,11/19/2018 04:22:02 PM,41.945564512,-87.672773345,""(41.945564512, -87.672773345)"""
"11507078,JB515512,11/12/2018 05:20:00 PM,008XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1832,018,2,8,06,1176223,1905805,2018,11/19/2018 04:22:02 PM,41.896888586,-87.628203192,""(41.896888586, -87.628203192)"""
"11507031,JB515633,11/12/2018 08:00:00 PM,045XX N OAKLEY AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1911,019,47,4,06,1160216,1930011,2018,11/19/2018 04:22:02 PM,41.963657417,-87.686323335,""(41.963657417, -87.686323335)"""
"11506973,JB515535,11/12/2018 03:11:00 AM,031XX N SAWYER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1412,014,35,21,26,1154166,1920757,2018,11/19/2018 04:22:02 PM,41.938387013,-87.708815229,""(41.938387013, -87.708815229)"""
"11506964,JB515504,11/12/2018 12:00:00 PM,103XX S DOTY AVE E,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,0434,004,10,51,14,1189757,1836996,2018,11/19/2018 04:22:02 PM,41.707756212,-87.580708771,""(41.707756212, -87.580708771)"""
"11506943,JB515207,11/12/2018 08:00:00 PM,052XX N LUDLAM AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1623,016,45,11,06,1138793,1934721,2018,11/19/2018 04:22:02 PM,41.976998949,-87.764974751,""(41.976998949, -87.764974751)"""
"11506940,JB515515,11/12/2018 04:00:00 PM,035XX W 60TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0823,008,23,66,11,1153651,1864267,2018,11/19/2018 04:22:02 PM,41.783382345,-87.712209968,""(41.783382345, -87.712209968)"""
